Status [1]	Topic	Objective Description	Baseline Value	Baseline Year	Final Value [2]	Final Year	Target	Movement Toward Target [3]	Movement Away From Baseline [4] (if movement not toward target)	Movement Statistically Significant [5][6]
4	Educational and Community-Based Programs	ECBP-2.8. Schools providing health education to prevent unhealthy dietary patterns (percent, grades K–12)	84.3	2006	74.1	2014	92.7	...	12.1	Yes
4	Educational and Community-Based Programs	ECBP-2.9. Schools providing health education to prevent inadequate physical activity (percent, grades K–12)	79.2	2006	67.2	2014	87.1	...	15.2	Yes
4	Educational and Community-Based Programs	ECBP-3.1. Schools providing health education goals that address health promotion and disease prevention (percent, grades K–12)	78.5	2006	71.5	2014	100.0	...	8.9	Yes
4	Educational and Community-Based Programs	ECBP-3.2. Schools providing health education goals that address skills in accessing health-promoting products and services (percent, grades K–12)	69.4	2006	61.1	2014	100.0	...	12.0	Yes
4	Educational and Community-Based Programs	ECBP-3.3. Schools providing health education goals that address skills in advocating for health (percent, grades K–12)	74.4	2006	65.8	2014	100.0	...	11.6	Yes
3	Educational and Community-Based Programs	ECBP-3.4. Schools providing health education, goals that address skills in analyzing the cultural influence on health (percent, grades K–12)	68.8	2006	68.3	2014	100.0	...	0.7	No
4	Educational and Community-Based Programs	ECBP-3.5. Schools providing health education goals that address skills in health-enhancing behaviors (percent, grades K–12)	80.0	2006	73.8	2014	100.0	...	7.8	Yes
4	Educational and Community-Based Programs	ECBP-3.6. Schools providing health education goals addressing skills in goal-setting to enhance health (percent, grades K–12)	77.4	2006	69.5	2014	100.0	...	10.2	Yes
4	Educational and Community-Based Programs	ECBP-3.7. Schools providing health education goals that address skills in interpersonal communication to enhance health (percent, grades K–12)	75.9	2006	68.9	2014	100.0	...	9.2	Yes
3	Educational and Community-Based Programs	ECBP-4.1. Schools providing health education in hand hygiene (percent, grades K–12)	83.4	2006	82.2	2014	91.7	...	1.4	No
3	Educational and Community-Based Programs	ECBP-4.2. Schools providing health education in oral health (percent, grades K–12)	64.8	2006	63.4	2014	71.3	...	2.2	No
4	Educational and Community-Based Programs	ECBP-4.3. Schools providing health education in growth and development (percent, grades K–12)	76.0	2006	69.9	2014	83.6	...	8.0	Yes
4	Educational and Community-Based Programs	ECBP-4.4. Schools providing health education in sun safety and skin cancer prevention (percent, grades K–12)	72.4	2006	66.0	2014	79.6	...	8.8	Yes
3	Educational and Community-Based Programs	ECBP-4.5. Schools providing health education in the benefits of rest and sleep (percent, grades K–12)	90.2	2006	88.2	2014	99.2	...	2.2	No
4	Educational and Community-Based Programs	ECBP-4.6. Schools providing health education in vision and hearing loss prevention (percent, grades K–12)	49.4	2006	35.0	2014	54.3	...	29.1	Yes
3	Educational and Community-Based Programs	ECBP-4.7. Schools providing health education in the need for health screenings and checkups (percent, grades K–12)	60.6	2006	61.0	2014	66.7	6.6	...	No
1	Educational and Community-Based Programs	ECBP-5.1. Schools with a nurse-to-student ratio of at least 1:750 (percent, grades K–12)	40.6	2006	51.1	2014	44.7	256.1	...	No
1	Educational and Community-Based Programs	ECBP-5.2. Senior high schools with a nurse-to-student ratio of at least 1:750 (percent)	33.5	2006	37.9	2014	36.9	129.4	...	No
3	Educational and Community-Based Programs	ECBP-5.3. Middle schools with a nurse-to-student ratio of at least 1:750 (percent)	43.9	2006	47.5	2014	48.3	81.8	...	No
1	Educational and Community-Based Programs	ECBP-5.4. Elementary schools with a nurse-to-student ratio of at least 1:750 (percent)	41.4	2006	58.1	2014	45.5	407.3	...	No
2	Educational and Community-Based Programs	ECBP-6. Persons completing high school (percent, ages 18–24)	89.0	2007	93.6	2018	97.9	51.7	...	Yes
1	Educational and Community-Based Programs	ECBP-7.1. College and university students receiving information on all priority health-risk behavior areas (percent)	9.6	2009	10.8	2014	10.6	120.0	...	Yes
1	Educational and Community-Based Programs	ECBP-7.2. Students receiving information on unintentional injury from their college or university (percent)	29.6	2009	32.9	2014	32.6	110.0	...	Yes
1	Educational and Community-Based Programs	ECBP-7.3. Students receiving information on violence from their college or university (percent)	37.9	2009	42.3	2014	41.7	115.8	...	Yes
1	Educational and Community-Based Programs	ECBP-7.4. Students receiving information on suicide from their college or university (percent)	32.6	2009	39.6	2014	35.9	212.1	...	Yes
2	Educational and Community-Based Programs	ECBP-7.5. Students receiving information on tobacco use and addiction from their college or university (percent)	35.9	2009	39.2	2014	39.5	91.7	...	Yes
2	Educational and Community-Based Programs	ECBP-7.6. Students receiving information on alcohol and other drug use from their college or university (percent)	75.1	2009	78.5	2014	82.6	45.3	...	Yes
2	Educational and Community-Based Programs	ECBP-7.7. Students receiving information on unintended pregnancy from their college or university (percent)	44.0	2009	46.5	2014	48.4	56.8	...	Yes
3	Educational and Community-Based Programs	ECBP-7.8. Students receiving information on HIV/AIDS and STDs from their college or university (percent)	57.6	2009	58.4	2014	63.4	13.8	...	No
3	Educational and Community-Based Programs	ECBP-7.9. Students receiving information on unhealthy dietary patterns from their college or university (percent)	57.3	2009	57.5	2014	63.0	3.5	...	No
2	Educational and Community-Based Programs	ECBP-7.10. Students receiving information on inadequate physical activity from their college or university (percent)	60.5	2009	61.8	2014	66.6	21.3	...	Yes
5	Educational and Community-Based Programs	ECBP-10.1. Community-based organizations providing primary prevention services in injury (percent)	76.6	2008	...		84.3	...	...	...
5	Educational and Community-Based Programs	ECBP-10.2. Community-based organizations providing primary prevention services in violence (percent)	66.9	2008	...		73.5	...	...	...
5	Educational and Community-Based Programs	ECBP-10.3. Community-based organizations providing primary prevention services in mental illness (percent)	63.2	2008	...		69.5	...	...	...
5	Educational and Community-Based Programs	ECBP-10.4. Community-based organizations providing primary prevention services in tobacco (percent)	88.0	2008	...		96.7	...	...	...
5	Educational and Community-Based Programs	ECBP-10.5. Community-based organizations providing primary prevention services in substance abuse (percent)	68.9	2008	...		75.8	...	...	...
5	Educational and Community-Based Programs	ECBP-10.6. Community-based organizations providing primary prevention services in unintended pregnancy (percent)	81.3	2008	...		89.4	...	...	...
5	Educational and Community-Based Programs	ECBP-10.7. Community-based organizations providing primary prevention services in chronic disease programs (percent)	82.6	2008	...		90.8	...	...	...
5	Educational and Community-Based Programs	ECBP-10.8. Community-based organizations providing primary prevention services in nutrition (percent)	86.1	2008	...		94.7	...	...	...
5	Educational and Community-Based Programs	ECBP-10.9. Community-based organizations providing primary prevention services in physical activity (percent)	80.5	2008	...		88.5	...	...	...
2	Educational and Community-Based Programs	ECBP-12.1. MD-granting medical schools with course content in counseling for health promotion and disease prevention (percent)	95.2	2008	96.7	2019	100.0	31.3	...	...
1	Educational and Community-Based Programs	ECBP-12.2. MD-granting medical schools with course content in cultural diversity (percent)	99.2	2008	100.0	2019	100.0	100.0	...	...
2	Educational and Community-Based Programs	ECBP-12.3. MD-granting medical schools with course content in evaluation of health sciences literature (percent)	93.7	2008	98.7	2019	100.0	79.4	...	...
3	Educational and Community-Based Programs	ECBP-12.4. MD-granting medical schools with course content in environmental health (percent)	85.7	2008	85.4	2019	94.3	...	0.4	...
1	Educational and Community-Based Programs	ECBP-12.5. MD-granting medical schools with course content in public health systems (percent)	78.6	2008	95.4	2019	86.5	212.7	...	...
1	Educational and Community-Based Programs	ECBP-12.6. MD-granting medical schools with course content in global health (percent)	77.8	2008	92.7	2019	85.6	191.0	...	...
6	Educational and Community-Based Programs	ECBP-13.1. DO-granting medical schools with course content in counseling for health promotion/disease prevention (percent)	100.0	2009	97.4	2018	...	...	...	...
6	Educational and Community-Based Programs	ECBP-13.2. DO-granting medical schools with course content in cultural diversity (percent)	100.0	2009	100.0	2018	...	...	...	...
1	Educational and Community-Based Programs	ECBP-13.3. DO-granting medical schools with course content in evaluation of health sciences literature (percent)	92.9	2009	100.0	2018	100.0	100.0	...	...
1	Educational and Community-Based Programs	ECBP-13.4. DO-granting medical schools with course content in environmental health (percent)	64.3	2009	92.3	2018	70.7	437.5	...	...
2	Educational and Community-Based Programs	ECBP-13.5. DO-granting medical schools with course content in public health systems (percent)	82.1	2009	89.7	2018	90.4	91.6	...	...
1	Educational and Community-Based Programs	ECBP-13.6. DO-granting medical schools with course content in global health (percent)	46.4	2009	82.1	2018	51.1	759.6	...	...
3	Educational and Community-Based Programs	ECBP-14.1. Undergraduate nursing programs with course content in counseling for health promotion and disease prevention (percent)	99	2009	98	2019	100	...	1.0	...
3	Educational and Community-Based Programs	ECBP-14.2. Undergraduate nursing programs with course content in cultural diversity (percent)	98	2009	97	2019	100	...	1.0	...
2	Educational and Community-Based Programs	ECBP-14.3. Undergraduate nursing programs with course content in evaluation of health sciences literature (percent)	97	2009	98	2019	100	33.3	...	...
2	Educational and Community-Based Programs	ECBP-14.4. Undergraduate nursing programs with course content in environmental health (percent)	94	2009	95	2019	100	16.7	...	...
3	Educational and Community-Based Programs	ECBP-14.5. Undergraduate nursing programs with course content in public health systems (percent)	97	2009	95	2019	100	...	2.1	...
3	Educational and Community-Based Programs	ECBP-14.6. Undergraduate nursing programs with course content in global health (percent)	93	2009	92	2019	100	...	1.1	...
3	Educational and Community-Based Programs	ECBP-15.1. Nurse practitioner programs with course content in counseling for health promotion and disease prevention (percent)	95.8	2008	94.7	2019	100.0	...	1.1	...
2	Educational and Community-Based Programs	ECBP-15.2. Nurse practitioner programs with course content in cultural diversity (percent)	96.6	2008	99.0	2019	100.0	70.6	...	...
3	Educational and Community-Based Programs	ECBP-15.3. Nurse practitioner programs with course content in evaluation of health sciences literature (percent)	98.1	2008	96.8	2019	100.0	...	1.3	...
1	Educational and Community-Based Programs	ECBP-15.4. Nurse practitioner programs with course content in environmental health (percent)	74.3	2008	82.1	2019	81.7	105.4	...	...
1	Educational and Community-Based Programs	ECBP-15.5. Nurse practitioner programs with course content in public health systems (percent)	81.5	2008	90.5	2019	89.7	109.8	...	...
2	Educational and Community-Based Programs	ECBP-15.6. Nurse practitioner programs with course content in global health (percent)	72.5	2008	76.8	2019	79.8	58.9	...	...
1	Educational and Community-Based Programs	ECBP-16.1. Physician assistant programs with course content in counseling for health promotion and disease prevention (percent)	97	2010	100	2015–2016	100	100.0	...	...
1	Educational and Community-Based Programs	ECBP-16.2. Physician assistant programs with course content in cultural diversity (percent)	99	2010	100	2015–2016	100	100.0	...	...
3	Educational and Community-Based Programs	ECBP-16.3. Physician assistant programs with course content in evaluation of health sciences literature (percent)	99	2010	99	2015–2016	100	...	0.0	...
1	Educational and Community-Based Programs	ECBP-16.4. Physician assistant programs with course content in environmental health (percent)	53	2010	63	2014	58.3	188.7	...	...
1	Educational and Community-Based Programs	ECBP-16.5. Physician assistant programs with course content in public health systems (percent)	89	2010	100	2015–2016	97.9	123.6	...	...
1	Educational and Community-Based Programs	ECBP-16.6. Physician assistant programs with course content in global health (percent)	49	2010	63	2014	53.9	285.7	...	...
2	Educational and Community-Based Programs	ECBP-17.1. Pharmacist training with course content in counseling for health promotion and disease prevention (percent)	98.4	2012	99.3	2018	100.0	56.2	...	...
2	Educational and Community-Based Programs	ECBP-17.2. Pharmacist training with course content in cultural diversity (percent)	94.4	2012	98.6	2018	100.0	75.0	...	...
1	Educational and Community-Based Programs	ECBP-17.3. Pharmacist training with course content in evaluation of health sciences literature (percent)	99.2	2012	100	2018	100.0	100.0	...	...
1	Educational and Community-Based Programs	ECBP-17.4. Pharmacist training with course content in environmental health (percent)	75.0	2012	88.8	2018	82.5	184.0	...	...
2	Educational and Community-Based Programs	ECBP-17.5. Pharmacist training with course content in public health systems (percent)	92.7	2012	98.6	2018	100.0	80.8	...	...
1	Educational and Community-Based Programs	ECBP-17.6. Pharmacist training with course content in global health (percent)	75.0	2012	93.7	2018	82.5	249.3	...	...
3	Educational and Community-Based Programs	ECBP-18.1. Dentist training with course content in counseling for health promotion and disease prevention (percent)	98.3	2010	98.1	2019	100.0	...	0.2	...
2	Educational and Community-Based Programs	ECBP-18.2. Dentist training with course content in cultural diversity (percent)	93.1	2010	98.1	2019	100.0	72.5	...	...
6	Educational and Community-Based Programs	ECBP-18.3. Dentist training with course content in evaluation of health sciences literature (percent)	100.0	2010	100.0	2019	...	...	...	...
1	Educational and Community-Based Programs	ECBP-18.4. Dentist training with course content in environmental health (percent)	58.6	2010	71.2	2019	64.5	213.6	...	...
2	Educational and Community-Based Programs	ECBP-18.5. Dentist training with course content in public health systems (percent)	84.5	2010	90.4	2019	93.0	69.4	...	...
1	Educational and Community-Based Programs	ECBP-18.6. Dentist training with course content in global health (percent)	70.7	2010	78.8	2019	77.8	114.1	...	...
4	Educational and Community-Based Programs	ECBP-19. Health professions education programs that include interprofessional educational experiences (percent)	33.3	2010	29.7	2015	36.6	...	10.8	...
1	Environmental Health	EH-1. Air Quality Index greater than 100 (number of days, weighted by population and Air Quality Index value)	7,603,280,922	2006–2008	4,295,962,018	2016–2018	6,842,952,830	435.0	...	...
1	Environmental Health	EH-2.1. Trips to work by bicycling (percent)	0.5	2008	0.6	2017	0.6	100.0	...	...
3	Environmental Health	EH-2.2. Trips to work by walking (percent)	2.8	2008	2.7	2017	3.1	...	3.6	...
3	Environmental Health	EH-2.3. Trips to work by mass transit (percent)	5.0	2008	5.0	2017	5.5	...	0.0	...
2	Environmental Health	EH-2.4. Persons who telecommute (percent)	4.1	2008	4.4	2016	5.3	25.0	...	...
